name,region,date,value
Average amount of application for a mortgage,Russia,2014-10-15,1650583
Average amount of application for a mortgage,Russia,2014-11-15,1644831
Average amount of application for a mortgage,Russia,2014-12-15,1740341
Average amount of application for a mortgage,Russia,2015-01-15,1577244
Average amount of application for a mortgage,Russia,2015-02-15,1572863
Average amount of application for a mortgage,Russia,2015-03-15,1632728
Average amount of application for a mortgage,Russia,2015-04-15,1646558
Average amount of application for a mortgage,Russia,2015-05-15,1601423
Average amount of application for a mortgage,Russia,2015-06-15,1585255
Average amount of application for a mortgage,Russia,2015-07-15,1570368
Average amount of application for a mortgage,Russia,2015-08-15,1587477
Average amount of application for a mortgage,Russia,2015-09-15,1619532
Average amount of application for a mortgage,Russia,2015-10-15,1614221
Average amount of application for a mortgage,Russia,2015-11-15,1625656
Average amount of application for a mortgage,Russia,2015-12-15,1621712
Average amount of application for a mortgage,Russia,2016-01-15,1629239
Average amount of application for a mortgage,Russia,2016-02-15,1653349
Average amount of application for a mortgage,Russia,2016-03-15,1596825
Average amount of application for a mortgage,Russia,2016-04-15,1582348
Average amount of application for a mortgage,Russia,2016-05-15,1569013
Average amount of application for a mortgage,Russia,2016-06-15,1580861
Average amount of application for a mortgage,Russia,2016-07-15,1588424
Average amount of application for a mortgage,Russia,2016-08-15,1611053
Average amount of application for a mortgage,Russia,2016-09-15,1636659
Average amount of application for a mortgage,Russia,2016-10-15,1649136
Average amount of application for a mortgage,Russia,2016-11-15,1665959
Average amount of application for a mortgage,Russia,2016-12-15,1722917
Average amount of application for a mortgage,Russia,2017-01-15,1724598
Average amount of application for a mortgage,Russia,2017-02-15,1713599
Average amount of application for a mortgage,Russia,2017-03-15,1751055
Average amount of application for a mortgage,Russia,2017-04-15,1730666
Average amount of application for a mortgage,Altay region,2013-01-15,968154
Average amount of application for a mortgage,Altay region,2013-02-15,957201
Average amount of application for a mortgage,Altay region,2013-03-15,974481
Average amount of application for a mortgage,Altay region,2013-04-15,985195
Average amount of application for a mortgage,Altay region,2013-05-15,955750
Average amount of application for a mortgage,Altay region,2013-06-15,1023614
Average amount of application for a mortgage,Altay region,2013-07-15,1065997
Average amount of application for a mortgage,Altay region,2013-08-15,1116836
Average amount of application for a mortgage,Altay region,2013-09-15,1099686
Average amount of application for a mortgage,Altay region,2013-10-15,1095624
Average amount of application for a mortgage,Altay region,2013-11-15,1154957
Average amount of application for a mortgage,Altay region,2013-12-15,1150930
Average amount of application for a mortgage,Altay region,2014-01-15,1154545
Average amount of application for a mortgage,Altay region,2014-02-15,1159874
Average amount of application for a mortgage,Altay region,2014-03-15,1101878
Average amount of application for a mortgage,Altay region,2014-04-15,1157110
Average amount of application for a mortgage,Altay region,2014-05-15,1089882
Average amount of application for a mortgage,Altay region,2014-06-15,1158206
Average amount of application for a mortgage,Altay region,2014-07-15,1084783
Average amount of application for a mortgage,Altay region,2014-08-15,1131552
Average amount of application for a mortgage,Altay region,2014-09-15,1097888
Average amount of application for a mortgage,Altay region,2014-10-15,1116874
Average amount of application for a mortgage,Altay region,2014-11-15,1103937
Average amount of application for a mortgage,Altay region,2014-12-15,1167383
Average amount of application for a mortgage,Altay region,2015-01-15,1126180
Average amount of application for a mortgage,Altay region,2015-02-15,1119318
Average amount of application for a mortgage,Altay region,2015-03-15,1073452
Average amount of application for a mortgage,Altay region,2015-04-15,1083508
Average amount of application for a mortgage,Altay region,2015-05-15,1104732
Average amount of application for a mortgage,Altay region,2015-06-15,1087166
Average amount of application for a mortgage,Altay region,2015-07-15,1097636
Average amount of application for a mortgage,Altay region,2015-08-15,1105437
Average amount of application for a mortgage,Altay region,2015-09-15,1121103
Average amount of application for a mortgage,Altay region,2015-10-15,1114403
Average amount of application for a mortgage,Altay region,2015-11-15,1149220
Average amount of application for a mortgage,Altay region,2015-12-15,1145266
Average amount of application for a mortgage,Altay region,2016-01-15,1093978
Average amount of application for a mortgage,Altay region,2016-02-15,1139081
Average amount of application for a mortgage,Altay region,2016-03-15,1094790
Average amount of application for a mortgage,Altay region,2016-04-15,1089990
Average amount of application for a mortgage,Altay region,2016-05-15,1084820
Average amount of application for a mortgage,Altay region,2016-06-15,1126956
Average amount of application for a mortgage,Altay region,2016-07-15,1120836
Average amount of application for a mortgage,Altay region,2016-08-15,1124094
Average amount of application for a mortgage,Altay region,2016-09-15,1170444
Average amount of application for a mortgage,Altay region,2016-10-15,1138836
Average amount of application for a mortgage,Altay region,2016-11-15,1141783
Average amount of application for a mortgage,Altay region,2016-12-15,1149205
Average amount of application for a mortgage,Altay region,2017-01-15,1143151
Average amount of application for a mortgage,Altay region,2017-02-15,1169066
Average amount of application for a mortgage,Altay region,2017-03-15,1168511
Average amount of application for a mortgage,Altay region,2017-04-15,1144413
Average amount of application for a mortgage,Amur region,2013-01-15,1482014
Average amount of application for a mortgage,Amur region,2013-02-15,1545424
Average amount of application for a mortgage,Amur region,2013-03-15,1578687
Average amount of application for a mortgage,Amur region,2013-04-15,1509795
Average amount of application for a mortgage,Amur region,2013-05-15,1864088
Average amount of application for a mortgage,Amur region,2013-06-15,1623449
Average amount of application for a mortgage,Amur region,2013-07-15,1720390
Average amount of application for a mortgage,Amur region,2013-08-15,1761741
Average amount of application for a mortgage,Amur region,2013-09-15,1693202
Average amount of application for a mortgage,Amur region,2013-10-15,1782724
Average amount of application for a mortgage,Amur region,2013-11-15,1708275
Average amount of application for a mortgage,Amur region,2013-12-15,1791075
Average amount of application for a mortgage,Amur region,2014-01-15,1802410
Average amount of application for a mortgage,Amur region,2014-02-15,1703536
Average amount of application for a mortgage,Amur region,2014-03-15,1733401
Average amount of application for a mortgage,Amur region,2014-04-15,1671318
Average amount of application for a mortgage,Amur region,2014-05-15,1662338
Average amount of application for a mortgage,Amur region,2014-06-15,1731846
Average amount of application for a mortgage,Amur region,2014-07-15,1664478
Average amount of application for a mortgage,Amur region,2014-08-15,1676613
Average amount of application for a mortgage,Amur region,2014-09-15,1625398
Average amount of application for a mortgage,Amur region,2014-10-15,1782437
Average amount of application for a mortgage,Amur region,2014-11-15,1683911
Average amount of application for a mortgage,Amur region,2014-12-15,1797007
Average amount of application for a mortgage,Amur region,2015-01-15,1567231
Average amount of application for a mortgage,Amur region,2015-02-15,1599150
Average amount of application for a mortgage,Amur region,2015-03-15,1680915
Average amount of application for a mortgage,Amur region,2015-04-15,1799930
Average amount of application for a mortgage,Amur region,2015-05-15,1803449
Average amount of application for a mortgage,Amur region,2015-06-15,1741931
Average amount of application for a mortgage,Amur region,2015-07-15,1586030
Average amount of application for a mortgage,Amur region,2015-08-15,1643983
Average amount of application for a mortgage,Amur region,2015-09-15,1627166
Average amount of application for a mortgage,Amur region,2015-10-15,1637562
Average amount of application for a mortgage,Amur region,2015-11-15,1708243
Average amount of application for a mortgage,Amur region,2015-12-15,1628535
Average amount of application for a mortgage,Amur region,2016-01-15,1705964
Average amount of application for a mortgage,Amur region,2016-02-15,1844963
Average amount of application for a mortgage,Amur region,2016-03-15,1568735
Average amount of application for a mortgage,Amur region,2016-04-15,1711583
Average amount of application for a mortgage,Amur region,2016-05-15,1615057
Average amount of application for a mortgage,Amur region,2016-06-15,1722786
Average amount of application for a mortgage,Amur region,2016-07-15,1633989
Average amount of application for a mortgage,Amur region,2016-08-15,1643700
Average amount of application for a mortgage,Amur region,2016-09-15,1668813
Average amount of application for a mortgage,Amur region,2016-10-15,1682460
Average amount of application for a mortgage,Amur region,2016-11-15,1668330
Average amount of application for a mortgage,Amur region,2016-12-15,1709691
Average amount of application for a mortgage,Amur region,2017-01-15,1753185
Average amount of application for a mortgage,Amur region,2017-02-15,1796520
Average amount of application for a mortgage,Amur region,2017-03-15,1808573
Average amount of application for a mortgage,Amur region,2017-04-15,1687099
Average amount of application for a mortgage,Archangelsk region,2013-01-15,1260657
Average amount of application for a mortgage,Archangelsk region,2013-02-15,1205380
Average amount of application for a mortgage,Archangelsk region,2013-03-15,1318666
Average amount of application for a mortgage,Archangelsk region,2013-04-15,1312218
Average amount of application for a mortgage,Archangelsk region,2013-05-15,1284224
Average amount of application for a mortgage,Archangelsk region,2013-06-15,1310313
Average amount of application for a mortgage,Archangelsk region,2013-07-15,1395573
Average amount of application for a mortgage,Archangelsk region,2013-08-15,1364933
Average amount of application for a mortgage,Archangelsk region,2013-09-15,1378506
Average amount of application for a mortgage,Archangelsk region,2013-10-15,1330384
Average amount of application for a mortgage,Archangelsk region,2013-11-15,1398110
Average amount of application for a mortgage,Archangelsk region,2013-12-15,1394062
Average amount of application for a mortgage,Archangelsk region,2014-01-15,1381169
Average amount of application for a mortgage,Archangelsk region,2014-02-15,1340629
Average amount of application for a mortgage,Archangelsk region,2014-03-15,1356556
Average amount of application for a mortgage,Archangelsk region,2014-04-15,1360548
Average amount of application for a mortgage,Archangelsk region,2014-05-15,1426000
Average amount of application for a mortgage,Archangelsk region,2014-06-15,1384379
Average amount of application for a mortgage,Archangelsk region,2014-07-15,1359102
Average amount of application for a mortgage,Archangelsk region,2014-08-15,1387040
Average amount of application for a mortgage,Archangelsk region,2014-09-15,1435868
Average amount of application for a mortgage,Archangelsk region,2014-10-15,1404918
Average amount of application for a mortgage,Archangelsk region,2014-11-15,1400262
Average amount of application for a mortgage,Archangelsk region,2014-12-15,1536695
Average amount of application for a mortgage,Archangelsk region,2015-01-15,1300597
Average amount of application for a mortgage,Archangelsk region,2015-02-15,1342660
Average amount of application for a mortgage,Archangelsk region,2015-03-15,1316718
Average amount of application for a mortgage,Archangelsk region,2015-04-15,1358427
Average amount of application for a mortgage,Archangelsk region,2015-05-15,1366086
Average amount of application for a mortgage,Archangelsk region,2015-06-15,1338493
Average amount of application for a mortgage,Archangelsk region,2015-07-15,1402045
Average amount of application for a mortgage,Archangelsk region,2015-08-15,1394855
Average amount of application for a mortgage,Archangelsk region,2015-09-15,1468472
Average amount of application for a mortgage,Archangelsk region,2015-10-15,1413211
Average amount of application for a mortgage,Archangelsk region,2015-11-15,1443743
Average amount of application for a mortgage,Archangelsk region,2015-12-15,1405822
Average amount of application for a mortgage,Archangelsk region,2016-01-15,1457135
Average amount of application for a mortgage,Archangelsk region,2016-02-15,1328747
Average amount of application for a mortgage,Archangelsk region,2016-03-15,1409872
Average amount of application for a mortgage,Archangelsk region,2016-04-15,1384809
Average amount of application for a mortgage,Archangelsk region,2016-05-15,1386501
Average amount of application for a mortgage,Archangelsk region,2016-06-15,1376103
Average amount of application for a mortgage,Archangelsk region,2016-07-15,1390436
Average amount of application for a mortgage,Archangelsk region,2016-08-15,1451340
Average amount of application for a mortgage,Archangelsk region,2016-09-15,1440974
Average amount of application for a mortgage,Archangelsk region,2016-10-15,1486368
Average amount of application for a mortgage,Archangelsk region,2016-11-15,1463861
Average amount of application for a mortgage,Archangelsk region,2016-12-15,1468706
Average amount of application for a mortgage,Archangelsk region,2017-01-15,1539505
Average amount of application for a mortgage,Archangelsk region,2017-02-15,1505525
Average amount of application for a mortgage,Archangelsk region,2017-03-15,1543581
Average amount of application for a mortgage,Archangelsk region,2017-04-15,1585158
Average amount of application for a mortgage,Astrahanskaya oblast,2013-01-15,1054584
Average amount of application for a mortgage,Astrahanskaya oblast,2013-02-15,1125881
Average amount of application for a mortgage,Astrahanskaya oblast,2013-03-15,1129428
Average amount of application for a mortgage,Astrahanskaya oblast,2013-04-15,1138407
Average amount of application for a mortgage,Astrahanskaya oblast,2013-05-15,1148757
Average amount of application for a mortgage,Astrahanskaya oblast,2013-06-15,1198956
Average amount of application for a mortgage,Astrahanskaya oblast,2013-07-15,1194080
Average amount of application for a mortgage,Astrahanskaya oblast,2013-08-15,1189838
Average amount of application for a mortgage,Astrahanskaya oblast,2013-09-15,1204854
Average amount of application for a mortgage,Astrahanskaya oblast,2013-10-15,1237766
Average amount of application for a mortgage,Astrahanskaya oblast,2013-11-15,1173269
Average amount of application for a mortgage,Astrahanskaya oblast,2013-12-15,1158256
Average amount of application for a mortgage,Astrahanskaya oblast,2014-01-15,1200267
Average amount of application for a mortgage,Astrahanskaya oblast,2014-02-15,1235810
Average amount of application for a mortgage,Astrahanskaya oblast,2014-03-15,1186030
Average amount of application for a mortgage,Astrahanskaya oblast,2014-04-15,1319618
Average amount of application for a mortgage,Astrahanskaya oblast,2014-05-15,1274336
Average amount of application for a mortgage,Astrahanskaya oblast,2014-06-15,1274062
Average amount of application for a mortgage,Astrahanskaya oblast,2014-07-15,1323524
Average amount of application for a mortgage,Astrahanskaya oblast,2014-08-15,1332342
Average amount of application for a mortgage,Astrahanskaya oblast,2014-09-15,1332386
Average amount of application for a mortgage,Astrahanskaya oblast,2014-10-15,1327206
Average amount of application for a mortgage,Astrahanskaya oblast,2014-11-15,1268700
Average amount of application for a mortgage,Astrahanskaya oblast,2014-12-15,1399666
Average amount of application for a mortgage,Astrahanskaya oblast,2015-01-15,1328027
Average amount of application for a mortgage,Astrahanskaya oblast,2015-02-15,1241656
Average amount of application for a mortgage,Astrahanskaya oblast,2015-03-15,1324745
Average amount of application for a mortgage,Astrahanskaya oblast,2015-04-15,1304912
Average amount of application for a mortgage,Astrahanskaya oblast,2015-05-15,1351524
Average amount of application for a mortgage,Astrahanskaya oblast,2015-06-15,1284427
Average amount of application for a mortgage,Astrahanskaya oblast,2015-07-15,1218206
Average amount of application for a mortgage,Astrahanskaya oblast,2015-08-15,1281907
Average amount of application for a mortgage,Astrahanskaya oblast,2015-09-15,1253136
Average amount of application for a mortgage,Astrahanskaya oblast,2015-10-15,1269165
Average amount of application for a mortgage,Astrahanskaya oblast,2015-11-15,1289359
Average amount of application for a mortgage,Astrahanskaya oblast,2015-12-15,1373853
Average amount of application for a mortgage,Astrahanskaya oblast,2016-01-15,1332481
Average amount of application for a mortgage,Astrahanskaya oblast,2016-02-15,1321053
Average amount of application for a mortgage,Astrahanskaya oblast,2016-03-15,1316387
Average amount of application for a mortgage,Astrahanskaya oblast,2016-04-15,1360775
Average amount of application for a mortgage,Astrahanskaya oblast,2016-05-15,1354657
Average amount of application for a mortgage,Astrahanskaya oblast,2016-06-15,1304134
Average amount of application for a mortgage,Astrahanskaya oblast,2016-07-15,1288807
Average amount of application for a mortgage,Astrahanskaya oblast,2016-08-15,1322158
Average amount of application for a mortgage,Astrahanskaya oblast,2016-09-15,1405238
Average amount of application for a mortgage,Astrahanskaya oblast,2016-10-15,1432274
Average amount of application for a mortgage,Astrahanskaya oblast,2016-11-15,1438414
Average amount of application for a mortgage,Astrahanskaya oblast,2016-12-15,1439722
Average amount of application for a mortgage,Astrahanskaya oblast,2017-01-15,1437403
Average amount of application for a mortgage,Astrahanskaya oblast,2017-02-15,1400306
Average amount of application for a mortgage,Astrahanskaya oblast,2017-03-15,1424582
Average amount of application for a mortgage,Astrahanskaya oblast,2017-04-15,1418721
Average amount of application for a mortgage,Belgorodskaya oblast,2013-01-15,1137678
Average amount of application for a mortgage,Belgorodskaya oblast,2013-02-15,1122419
Average amount of application for a mortgage,Belgorodskaya oblast,2013-03-15,1076966
Average amount of application for a mortgage,Belgorodskaya oblast,2013-04-15,1145208
Average amount of application for a mortgage,Belgorodskaya oblast,2013-05-15,1155862
Average amount of application for a mortgage,Belgorodskaya oblast,2013-06-15,1262461
Average amount of application for a mortgage,Belgorodskaya oblast,2013-07-15,1259132
Average amount of application for a mortgage,Belgorodskaya oblast,2013-08-15,1202851
Average amount of application for a mortgage,Belgorodskaya oblast,2013-09-15,1219590
Average amount of application for a mortgage,Belgorodskaya oblast,2013-10-15,1177211
Average amount of application for a mortgage,Belgorodskaya oblast,2013-11-15,1210763
Average amount of application for a mortgage,Belgorodskaya oblast,2013-12-15,1193338
Average amount of application for a mortgage,Belgorodskaya oblast,2014-01-15,1208983
Average amount of application for a mortgage,Belgorodskaya oblast,2014-02-15,1286926
Average amount of application for a mortgage,Belgorodskaya oblast,2014-03-15,1175587
Average amount of application for a mortgage,Belgorodskaya oblast,2014-04-15,1282674
Average amount of application for a mortgage,Belgorodskaya oblast,2014-05-15,1191824
Average amount of application for a mortgage,Belgorodskaya oblast,2014-06-15,1312391
Average amount of application for a mortgage,Belgorodskaya oblast,2014-07-15,1231335
Average amount of application for a mortgage,Belgorodskaya oblast,2014-08-15,1263727
Average amount of application for a mortgage,Belgorodskaya oblast,2014-09-15,1288116
Average amount of application for a mortgage,Belgorodskaya oblast,2014-10-15,1249691
Average amount of application for a mortgage,Belgorodskaya oblast,2014-11-15,1202850
Average amount of application for a mortgage,Belgorodskaya oblast,2014-12-15,1301496
Average amount of application for a mortgage,Belgorodskaya oblast,2015-01-15,1032223
Average amount of application for a mortgage,Belgorodskaya oblast,2015-02-15,1110041
Average amount of application for a mortgage,Belgorodskaya oblast,2015-03-15,1168701
Average amount of application for a mortgage,Belgorodskaya oblast,2015-04-15,1229590
Average amount of application for a mortgage,Belgorodskaya oblast,2015-05-15,1124658
Average amount of application for a mortgage,Belgorodskaya oblast,2015-06-15,1143934
Average amount of application for a mortgage,Belgorodskaya oblast,2015-07-15,1197087
Average amount of application for a mortgage,Belgorodskaya oblast,2015-08-15,1133941
Average amount of application for a mortgage,Belgorodskaya oblast,2015-09-15,1236017
Average amount of application for a mortgage,Belgorodskaya oblast,2015-10-15,1214620
Average amount of application for a mortgage,Belgorodskaya oblast,2015-11-15,1190567
Average amount of application for a mortgage,Belgorodskaya oblast,2015-12-15,1218747
Average amount of application for a mortgage,Belgorodskaya oblast,2016-01-15,1224375
Average amount of application for a mortgage,Belgorodskaya oblast,2016-02-15,1276992
Average amount of application for a mortgage,Belgorodskaya oblast,2016-03-15,1188292
Average amount of application for a mortgage,Belgorodskaya oblast,2016-04-15,1152100
Average amount of application for a mortgage,Belgorodskaya oblast,2016-05-15,1173411
Average amount of application for a mortgage,Belgorodskaya oblast,2016-06-15,1204456
Average amount of application for a mortgage,Belgorodskaya oblast,2016-07-15,1188124
Average amount of application for a mortgage,Belgorodskaya oblast,2016-08-15,1193589
Average amount of application for a mortgage,Belgorodskaya oblast,2016-09-15,1230918
Average amount of application for a mortgage,Belgorodskaya oblast,2016-10-15,1237166
Average amount of application for a mortgage,Belgorodskaya oblast,2016-11-15,1235888
Average amount of application for a mortgage,Belgorodskaya oblast,2016-12-15,1297054
Average amount of application for a mortgage,Belgorodskaya oblast,2017-01-15,1316031
Average amount of application for a mortgage,Belgorodskaya oblast,2017-02-15,1237721
Average amount of application for a mortgage,Belgorodskaya oblast,2017-03-15,1283450
Average amount of application for a mortgage,Belgorodskaya oblast,2017-04-15,1293150
Average amount of application for a mortgage,Bryansk region,2013-01-15,972067
Average amount of application for a mortgage,Bryansk region,2013-02-15,909853
Average amount of application for a mortgage,Bryansk region,2013-03-15,956271
Average amount of application for a mortgage,Bryansk region,2013-04-15,1019410
Average amount of application for a mortgage,Bryansk region,2013-05-15,1050655
Average amount of application for a mortgage,Bryansk region,2013-06-15,997151
Average amount of application for a mortgage,Bryansk region,2013-07-15,1033443
Average amount of application for a mortgage,Bryansk region,2013-08-15,1074883
Average amount of application for a mortgage,Bryansk region,2013-09-15,1062582
Average amount of application for a mortgage,Bryansk region,2013-10-15,1000261
Average amount of application for a mortgage,Bryansk region,2013-11-15,1034649
Average amount of application for a mortgage,Bryansk region,2013-12-15,1118941
Average amount of application for a mortgage,Bryansk region,2014-01-15,978733
Average amount of application for a mortgage,Bryansk region,2014-02-15,1055646
Average amount of application for a mortgage,Bryansk region,2014-03-15,1074702
Average amount of application for a mortgage,Bryansk region,2014-04-15,1029951
Average amount of application for a mortgage,Bryansk region,2014-05-15,1077952
Average amount of application for a mortgage,Bryansk region,2014-06-15,1065970
Average amount of application for a mortgage,Bryansk region,2014-07-15,1022774
Average amount of application for a mortgage,Bryansk region,2014-08-15,1095723
Average amount of application for a mortgage,Bryansk region,2014-09-15,1037475
Average amount of application for a mortgage,Bryansk region,2014-10-15,1018630
Average amount of application for a mortgage,Bryansk region,2014-11-15,1045013
Average amount of application for a mortgage,Bryansk region,2014-12-15,1159724
Average amount of application for a mortgage,Bryansk region,2015-01-15,940168
Average amount of application for a mortgage,Bryansk region,2015-02-15,1003164
Average amount of application for a mortgage,Bryansk region,2015-03-15,1000260
Average amount of application for a mortgage,Bryansk region,2015-04-15,1067849
Average amount of application for a mortgage,Bryansk region,2015-05-15,1080059
Average amount of application for a mortgage,Bryansk region,2015-06-15,1022275
Average amount of application for a mortgage,Bryansk region,2015-07-15,1014545
Average amount of application for a mortgage,Bryansk region,2015-08-15,1020008
Average amount of application for a mortgage,Bryansk region,2015-09-15,1035819
Average amount of application for a mortgage,Bryansk region,2015-10-15,1070440
Average amount of application for a mortgage,Bryansk region,2015-11-15,1070731
Average amount of application for a mortgage,Bryansk region,2015-12-15,1039304
Average amount of application for a mortgage,Bryansk region,2016-01-15,1089566
Average amount of application for a mortgage,Bryansk region,2016-02-15,1076628
Average amount of application for a mortgage,Bryansk region,2016-03-15,1018070
Average amount of application for a mortgage,Bryansk region,2016-04-15,1054809
Average amount of application for a mortgage,Bryansk region,2016-05-15,1022441
Average amount of application for a mortgage,Bryansk region,2016-06-15,1015980
Average amount of application for a mortgage,Bryansk region,2016-07-15,1013437
Average amount of application for a mortgage,Bryansk region,2016-08-15,1074414
Average amount of application for a mortgage,Bryansk region,2016-09-15,1162015
Average amount of application for a mortgage,Bryansk region,2016-10-15,1092000
Average amount of application for a mortgage,Bryansk region,2016-11-15,1080553
Average amount of application for a mortgage,Bryansk region,2016-12-15,1104830
Average amount of application for a mortgage,Bryansk region,2017-01-15,1110621
Average amount of application for a mortgage,Bryansk region,2017-02-15,1096764
Average amount of application for a mortgage,Bryansk region,2017-03-15,1074339
Average amount of application for a mortgage,Bryansk region,2017-04-15,1122032
Average amount of application for a mortgage,Vladimir region,2013-01-15,1064255
Average amount of application for a mortgage,Vladimir region,2013-02-15,1032947
Average amount of application for a mortgage,Vladimir region,2013-03-15,1139462
Average amount of application for a mortgage,Vladimir region,2013-04-15,1059304
Average amount of application for a mortgage,Vladimir region,2013-05-15,1139758
Average amount of application for a mortgage,Vladimir region,2013-06-15,1052356
Average amount of application for a mortgage,Vladimir region,2013-07-15,1108013
Average amount of application for a mortgage,Vladimir region,2013-08-15,1200428
Average amount of application for a mortgage,Vladimir region,2013-09-15,1130655
Average amount of application for a mortgage,Vladimir region,2013-10-15,1153096
Average amount of application for a mortgage,Vladimir region,2013-11-15,1182016
Average amount of application for a mortgage,Vladimir region,2013-12-15,1151919
Average amount of application for a mortgage,Vladimir region,2014-01-15,1189962
Average amount of application for a mortgage,Vladimir region,2014-02-15,1208755
Average amount of application for a mortgage,Vladimir region,2014-03-15,1201528
Average amount of application for a mortgage,Vladimir region,2014-04-15,1193795
Average amount of application for a mortgage,Vladimir region,2014-05-15,1220979
Average amount of application for a mortgage,Vladimir region,2014-06-15,1172705
Average amount of application for a mortgage,Vladimir region,2014-07-15,1133088
Average amount of application for a mortgage,Vladimir region,2014-08-15,1188331
Average amount of application for a mortgage,Vladimir region,2014-09-15,1232424
Average amount of application for a mortgage,Vladimir region,2014-10-15,1176558
Average amount of application for a mortgage,Vladimir region,2014-11-15,1128318
Average amount of application for a mortgage,Vladimir region,2014-12-15,1203233
Average amount of application for a mortgage,Vladimir region,2015-01-15,1078718
Average amount of application for a mortgage,Vladimir region,2015-02-15,1077474
Average amount of application for a mortgage,Vladimir region,2015-03-15,1068417
Average amount of application for a mortgage,Vladimir region,2015-04-15,1126163
Average amount of application for a mortgage,Vladimir region,2015-05-15,1174484
Average amount of application for a mortgage,Vladimir region,2015-06-15,1089582
Average amount of application for a mortgage,Vladimir region,2015-07-15,1179805
Average amount of application for a mortgage,Vladimir region,2015-08-15,1152576
Average amount of application for a mortgage,Vladimir region,2015-09-15,1128006
Average amount of application for a mortgage,Vladimir region,2015-10-15,1133333
Average amount of application for a mortgage,Vladimir region,2015-11-15,1170680
Average amount of application for a mortgage,Vladimir region,2015-12-15,1138762
Average amount of application for a mortgage,Vladimir region,2016-01-15,1102539
Average amount of application for a mortgage,Vladimir region,2016-02-15,1132353
Average amount of application for a mortgage,Vladimir region,2016-03-15,1097642
Average amount of application for a mortgage,Vladimir region,2016-04-15,1134945
Average amount of application for a mortgage,Vladimir region,2016-05-15,1161886
Average amount of application for a mortgage,Vladimir region,2016-06-15,1090617
Average amount of application for a mortgage,Vladimir region,2016-07-15,1135939
Average amount of application for a mortgage,Vladimir region,2016-08-15,1252090
Average amount of application for a mortgage,Vladimir region,2016-09-15,1196377
Average amount of application for a mortgage,Vladimir region,2016-10-15,1190740
Average amount of application for a mortgage,Vladimir region,2016-11-15,1161841
Average amount of application for a mortgage,Vladimir region,2016-12-15,1140125
Average amount of application for a mortgage,Vladimir region,2017-01-15,1155347
Average amount of application for a mortgage,Vladimir region,2017-02-15,1108608
Average amount of application for a mortgage,Vladimir region,2017-03-15,1104420
Average amount of application for a mortgage,Vladimir region,2017-04-15,1151252
Average amount of application for a mortgage,Volgograd region,2013-01-15,1040089
Average amount of application for a mortgage,Volgograd region,2013-02-15,1011264
Average amount of application for a mortgage,Volgograd region,2013-03-15,1096744
Average amount of application for a mortgage,Volgograd region,2013-04-15,1058724
Average amount of application for a mortgage,Volgograd region,2013-05-15,1143065
Average amount of application for a mortgage,Volgograd region,2013-06-15,1095401
Average amount of application for a mortgage,Volgograd region,2013-07-15,1139757
Average amount of application for a mortgage,Volgograd region,2013-08-15,1124614
Average amount of application for a mortgage,Volgograd region,2013-09-15,1105762
Average amount of application for a mortgage,Volgograd region,2013-10-15,1179226
Average amount of application for a mortgage,Volgograd region,2013-11-15,1181388
Average amount of application for a mortgage,Volgograd region,2013-12-15,1206769
Average amount of application for a mortgage,Volgograd region,2014-01-15,1211591
Average amount of application for a mortgage,Volgograd region,2014-02-15,1160708
Average amount of application for a mortgage,Volgograd region,2014-03-15,1176828
Average amount of application for a mortgage,Volgograd region,2014-04-15,1152480
Average amount of application for a mortgage,Volgograd region,2014-05-15,1214355
Average amount of application for a mortgage,Volgograd region,2014-06-15,1195498
Average amount of application for a mortgage,Volgograd region,2014-07-15,1169330
Average amount of application for a mortgage,Volgograd region,2014-08-15,1187879
Average amount of application for a mortgage,Volgograd region,2014-09-15,1210470
Average amount of application for a mortgage,Volgograd region,2014-10-15,1212549
Average amount of application for a mortgage,Volgograd region,2014-11-15,1188892
Average amount of application for a mortgage,Volgograd region,2014-12-15,1223677
Average amount of application for a mortgage,Volgograd region,2015-01-15,1098749
Average amount of application for a mortgage,Volgograd region,2015-02-15,1156540
Average amount of application for a mortgage,Volgograd region,2015-03-15,1212757
Average amount of application for a mortgage,Volgograd region,2015-04-15,1139392
Average amount of application for a mortgage,Volgograd region,2015-05-15,1172175
Average amount of application for a mortgage,Volgograd region,2015-06-15,1224969
Average amount of application for a mortgage,Volgograd region,2015-07-15,1159197
Average amount of application for a mortgage,Volgograd region,2015-08-15,1151759
Average amount of application for a mortgage,Volgograd region,2015-09-15,1261593
Average amount of application for a mortgage,Volgograd region,2015-10-15,1221410
Average amount of application for a mortgage,Volgograd region,2015-11-15,1200795
Average amount of application for a mortgage,Volgograd region,2015-12-15,1240983
Average amount of application for a mortgage,Volgograd region,2016-01-15,1187470
Average amount of application for a mortgage,Volgograd region,2016-02-15,1187950
Average amount of application for a mortgage,Volgograd region,2016-03-15,1151290
Average amount of application for a mortgage,Volgograd region,2016-04-15,1140906
Average amount of application for a mortgage,Volgograd region,2016-05-15,1188721
Average amount of application for a mortgage,Volgograd region,2016-06-15,1203028
Average amount of application for a mortgage,Volgograd region,2016-07-15,1147309
Average amount of application for a mortgage,Volgograd region,2016-08-15,1143232
Average amount of application for a mortgage,Volgograd region,2016-09-15,1188138
Average amount of application for a mortgage,Volgograd region,2016-10-15,1151238
Average amount of application for a mortgage,Volgograd region,2016-11-15,1175100
